"","date","BTC","ETH","XRP","BCH","LTC","EOS","BNB","XLM","ADA","TRX","XMR","MIOTA","LINK","DASH","XTZ","ETC","NEO","XEM","DOGE","ZEC","BAT","DCR","QTUM","ZRX","OMG"
"530",2019-03-18,4032.51,139.37,0.31744,162.49,60.26,3.75,15.68,0.115914,0.050452,0.023003,53.49,0.295902,0.480714,92.64,0.49581,4.44,9.22,0.049827,0.002083,54.36,0.195642,19.48,2.5,0.262272,1.5
"531",2019-03-19,4071.19,140.52,0.319281,162.43,60.62,3.78,15.69,0.113248,0.052594,0.023091,54.75,0.297605,0.485391,92.38,0.595454,4.65,9.31,0.049258,0.002091,57.27,0.194373,19.22,2.53,0.270196,1.51
"532",2019-03-20,4087.48,140.69,0.31961,160.53,60.85,3.75,15.28,0.111403,0.053891,0.023081,55.88,0.300116,0.486086,93.68,0.642404,4.68,9.4,0.050611,0.002061,59.17,0.195065,19.24,2.55,0.272446,1.56
"533",2019-03-21,4029.33,136.64,0.312718,154.77,59.38,3.67,14.52,0.107947,0.0529,0.022472,53.85,0.314025,0.461061,91.16,0.833034,4.8,9.04,0.048868,0.002054,56.21,0.195983,18.79,2.49,0.261246,1.56
"534",2019-03-22,4023.97,137.18,0.311541,158.34,59.82,3.65,15.27,0.108693,0.058062,0.022749,53.92,0.31117,0.466446,91.54,0.753382,4.89,9.23,0.049716,0.002052,55.68,0.198347,18.9,2.55,0.273589,1.67
"535",2019-03-23,4035.83,138.24,0.312359,167.41,61.35,3.69,15.24,0.108281,0.063781,0.024404,53.84,0.31261,0.463084,92.69,0.728958,4.89,9.42,0.051007,0.002064,57.25,0.201546,18.96,2.68,0.270224,1.79
"536",2019-03-24,4022.17,136.99,0.308992,165.94,60.22,3.66,17.29,0.106012,0.061704,0.023366,53.74,0.309225,0.456405,92.61,0.671714,4.84,9.19,0.051021,0.002054,57.39,0.209909,18.81,2.61,0.291931,1.74
"537",2019-03-25,3963.07,135.03,0.304055,161.62,59.5,3.68,16.84,0.102469,0.059025,0.022747,52.34,0.299162,0.476395,90.15,0.685899,4.73,9.01,0.049632,0.002043,55.73,0.20463,19.13,2.51,0.277691,1.67
"538",2019-03-26,3985.08,135.46,0.30506,161.44,59.34,3.76,16.34,0.103379,0.06237,0.022629,52.94,0.296285,0.463601,89.83,0.671928,4.71,8.98,0.049547,0.002054,55.19,0.217075,18.75,2.5,0.291927,1.65
"539",2019-03-27,4087.07,140.99,0.312465,173.18,62.25,4.32,16.78,0.108062,0.067595,0.023623,54.73,0.308503,0.499871,95.49,0.724971,4.86,9.4,0.051224,0.002085,57.63,0.22782,19.55,2.61,0.305429,1.81
"540",2019-03-28,4069.11,139.42,0.309246,169.45,61.17,4.27,16.81,0.10744,0.065828,0.023382,53.9,0.306314,0.503459,96.92,0.788943,4.77,9.29,0.051965,0.002074,56.84,0.254436,19.75,2.67,0.305677,1.76
"541",2019-03-29,4098.37,142.5,0.307929,170.45,61.3,4.28,16.51,0.107572,0.071289,0.023319,53.48,0.308698,0.499502,98.05,0.896609,4.87,9.81,0.055429,0.002087,56.94,0.281778,19.64,2.71,0.304548,1.98
"542",2019-03-30,4106.66,142.09,0.310632,168.59,60.62,4.14,16.93,0.107359,0.071739,0.023292,53.45,0.307419,0.494278,99.98,0.94756,4.79,9.85,0.053398,0.00208,56.85,0.27108,19.4,2.78,0.309907,1.89
"543",2019-03-31,4105.4,141.51,0.309229,168.94,60.76,4.18,17.4,0.107651,0.069746,0.023523,55.89,0.307515,0.507613,108.17,1.06,4.82,9.96,0.055265,0.00208,58.51,0.289596,20.26,2.93,0.32299,1.85
"544",2019-04-01,4158.18,141.83,0.312747,167.63,60.68,4.2,17.95,0.109615,0.07233,0.02434,59.97,0.322734,0.556138,113.09,0.982625,4.82,10,0.056945,0.002461,62.42,0.284441,20.01,2.99,0.33306,1.84
"545",2019-04-02,4879.88,163.96,0.351499,236.13,76.19,5.03,19.79,0.121901,0.085467,0.026884,69.06,0.351769,0.584279,124.68,1.02,5.46,11.52,0.070932,0.002795,69.94,0.321107,23.16,3.29,0.376557,2.08
"546",2019-04-03,4973.02,161.46,0.342234,298.35,84.92,5.22,18.75,0.121339,0.090723,0.025944,65.71,0.339947,0.565453,124.77,0.945043,5.46,12.15,0.069937,0.003164,69.03,0.286875,23.9,3.23,0.354311,2.01
"547",2019-04-04,4922.8,158.05,0.332513,286.57,84.98,5.08,19.14,0.118788,0.08737,0.025982,63.93,0.337164,0.54224,123.9,0.865498,5.36,12.83,0.066709,0.003697,67.29,0.284135,23.42,3.18,0.336743,2.13
"548",2019-04-05,5036.68,165.51,0.361803,292.64,88.68,5.34,19.45,0.126367,0.091226,0.027239,69.16,0.353373,0.577468,132.77,1.02,5.82,13.54,0.071564,0.00359,72.11,0.308017,25.51,3.38,0.358358,2.47
"549",2019-04-06,5059.82,165.95,0.354405,306.07,92.57,5.35,19.12,0.124729,0.090289,0.02686,68.09,0.346157,0.57011,130.95,0.960346,6,13.08,0.069751,0.003439,71.27,0.303207,25.04,3.3,0.353617,2.34
"550",2019-04-07,5198.9,174.53,0.359856,319.6,92.31,5.46,19.11,0.130303,0.090484,0.028895,69.81,0.362487,0.577119,135.26,0.977848,7.67,12.9,0.071999,0.003418,74.5,0.300154,25.77,3.63,0.356219,2.35
"551",2019-04-08,5289.77,180.26,0.358234,310.16,89.49,5.55,18.11,0.131996,0.087009,0.030732,71.09,0.357375,0.568899,136.32,0.936641,7.2,12.7,0.075291,0.003045,72.78,0.295371,25.98,3.49,0.349616,2.34
"552",2019-04-09,5204.96,176.11,0.349462,296.04,86.79,5.56,18.44,0.125384,0.083749,0.029954,68.37,0.349172,0.53468,132.3,0.939958,6.99,12.19,0.072656,0.002884,70.86,0.290387,25.41,3.32,0.358662,2.25
"553",2019-04-10,5324.55,177.34,0.354792,305.22,88.38,5.84,18.25,0.125462,0.089964,0.030101,70.98,0.34914,0.520257,129.96,1.02,7.05,12.48,0.072415,0.003021,71.89,0.293985,25.66,3.3,0.351244,2.24
"554",2019-04-11,5064.49,165.5,0.330984,272.71,79.68,5.34,17.7,0.116685,0.083385,0.026714,66.37,0.325326,0.486123,123.12,0.937473,6.29,11.24,0.065208,0.002789,69.82,0.271218,23.98,2.96,0.319129,2.01
"555",2019-04-12,5089.54,164.74,0.326346,282.85,78.96,5.38,18.43,0.114609,0.083463,0.026558,66.1,0.32305,0.49535,119.63,0.973109,6.37,11.31,0.066094,0.002856,71.09,0.288884,24.04,3,0.32208,1.98
"556",2019-04-13,5096.59,164.51,0.326031,279.47,78.22,5.34,18.72,0.115898,0.083731,0.026317,65.32,0.321104,0.539208,120.12,0.980627,6.34,11.12,0.066492,0.002872,69.41,0.311498,24.42,2.92,0.317418,1.93
"557",2019-04-14,5167.72,167.84,0.328809,288.65,82.94,5.55,19.49,0.116663,0.084643,0.027062,66.58,0.316915,0.52874,123.29,1.14,6.44,11.3,0.068273,0.002882,69.72,0.306749,25.24,2.95,0.323276,1.98
"558",2019-04-15,5067.11,161.57,0.320913,314.12,79.05,5.38,19.4,0.113629,0.082307,0.026491,64.35,0.303264,0.492214,119.21,1.07,6.19,10.73,0.065151,0.00279,67.35,0.294271,24.12,2.83,0.309105,1.87
"559",2019-04-16,5235.56,167.62,0.327218,318.31,81.35,5.55,19.83,0.117505,0.083783,0.027037,68.9,0.312704,0.503054,121.55,1.15,6.31,10.96,0.065427,0.002835,69.66,0.325965,24.61,2.92,0.324921,1.93
"560",2019-04-17,5251.94,166.95,0.335453,310.8,79.33,5.46,19.6,0.116636,0.083074,0.026775,67.48,0.309791,0.500259,120.61,1.27,6.23,11.01,0.064343,0.00281,70.36,0.334325,24.8,2.86,0.332696,1.95
"561",2019-04-18,5298.39,173.81,0.337065,306.96,82.07,5.5,22.04,0.117363,0.081775,0.026953,69.16,0.310458,0.524362,124.24,1.38,6.34,11.27,0.064695,0.002946,70.37,0.35192,25.06,2.95,0.332832,1.98
"562",2019-04-19,5303.81,173.71,0.331902,306.81,82.57,5.49,24.48,0.115737,0.0795,0.026559,68.57,0.310967,0.51427,123.05,1.36,6.29,11.1,0.063644,0.002893,69.94,0.3776,25.04,2.93,0.328062,1.98
"563",2019-04-20,5337.89,173.75,0.328476,300.75,81.51,5.47,25.01,0.115532,0.076506,0.026188,69.52,0.312572,0.515661,123.53,1.34,6.25,10.95,0.064325,0.002902,69.75,0.414227,25.53,2.88,0.322755,1.96
"564",2019-04-21,5314.53,170.05,0.322449,290.48,77.33,5.25,24.19,0.112404,0.074106,0.024985,68.72,0.306223,0.499498,121.56,1.32,5.93,10.55,0.063279,0.00276,68.27,0.444291,25.49,2.72,0.314682,1.86
"565",2019-04-22,5399.37,171.87,0.323934,292.81,76.95,5.25,23.91,0.113495,0.07804,0.025153,68.59,0.310028,0.496664,122.7,1.35,5.94,10.82,0.064089,0.002798,69.02,0.400512,25.68,2.76,0.313052,1.87
"566",2019-04-23,5572.36,171.45,0.321222,291.17,74.85,5.18,22.88,0.111824,0.074524,0.024467,69.33,0.301161,0.481483,118.74,1.46,5.96,10.4,0.063298,0.002772,67.35,0.421706,25.18,2.68,0.302989,1.77
"567",2019-04-24,5464.87,165.83,0.302318,278.94,73.31,4.81,23.13,0.103259,0.072645,0.023416,67.68,0.288503,0.478313,115.41,1.23,5.6,9.96,0.058249,0.002599,65.07,0.416571,25.21,2.51,0.289879,1.67
"568",2019-04-25,5210.52,154.46,0.289384,266.85,71.25,4.59,22.24,0.099075,0.069244,0.023,61.3,0.271322,0.445506,108.63,1.12,5.4,9.56,0.057237,0.002506,61.75,0.386984,23.05,2.34,0.272166,1.5
"569",2019-04-26,5279.35,156.35,0.298502,263.88,73.12,4.74,22.87,0.09914,0.069219,0.023892,62.09,0.269564,0.436926,109.46,1.15,5.44,9.41,0.058606,0.002519,61.38,0.377215,22.91,2.37,0.268758,1.51
"570",2019-04-27,5268.29,158.43,0.296741,263.94,72.12,4.71,22.34,0.099951,0.070196,0.023643,62.55,0.27386,0.441571,109.64,1.22,5.5,9.49,0.059049,0.002516,61.53,0.390431,23.17,2.4,0.285399,1.57
"571",2019-04-28,5285.14,157.3,0.297426,255.47,69.73,4.72,22.9,0.098736,0.068591,0.023592,61.23,0.274111,0.448218,110.24,1.17,5.58,9.3,0.057369,0.002531,60.1,0.403177,24.16,2.38,0.277532,1.52
"572",2019-04-29,5247.35,155.2,0.294289,236.61,67.96,4.53,21.71,0.096475,0.064631,0.022839,60.54,0.309312,0.433501,108.11,1.13,5.57,9.43,0.054537,0.002466,58.48,0.376693,23.13,2.34,0.273643,1.48
"573",2019-04-30,5350.73,162.17,0.309476,267.76,74.28,4.83,22.13,0.099953,0.070346,0.023971,62.1,0.304703,0.47317,111.79,1.22,5.9,9.8,0.056162,0.002513,60.58,0.38442,23.62,2.45,0.280328,1.58
"574",2019-05-01,5402.7,160.82,0.304696,271.82,73.66,4.78,21.95,0.101351,0.069014,0.023776,64.96,0.300112,0.476025,117.19,1.2,5.84,9.74,0.055947,0.002521,61.15,0.389092,24.34,2.44,0.27816,1.6
"575",2019-05-02,5505.28,162.12,0.303239,270.18,73.78,4.79,23.59,0.100275,0.068579,0.023652,64.41,0.295089,0.463421,117.24,1.29,5.79,9.89,0.056053,0.002611,59.77,0.380055,24.76,2.59,0.275777,1.69
"576",2019-05-03,5768.29,167.95,0.308222,293.01,79.33,5.09,23.75,0.102295,0.069858,0.024073,67.02,0.297815,0.512165,121.1,1.31,6.07,9.99,0.056321,0.002721,62.63,0.378186,26.25,2.62,0.281411,1.7
"577",2019-05-04,5831.17,164.03,0.304552,291.49,78.06,4.96,22.88,0.099677,0.06688,0.023418,67.79,0.297483,0.494995,120.7,1.21,5.83,9.45,0.055107,0.00268,60.83,0.360978,26.25,2.5,0.268093,1.61
"578",2019-05-05,5795.71,163.45,0.302342,293.95,75.98,4.9,23.02,0.098927,0.066146,0.023421,66.08,0.304275,0.506979,119.31,1.16,5.74,9.28,0.052544,0.002653,59.76,0.358949,26.23,2.47,0.2669,1.58
"579",2019-05-06,5746.81,172.65,0.302389,287.66,74.98,4.9,22.21,0.097809,0.06678,0.023874,66.55,0.291788,0.57812,120.42,1.21,5.69,9.19,0.053532,0.002542,60.02,0.345647,25.9,2.43,0.278971,1.66
"580",2019-05-07,5829.5,169.8,0.299684,286.73,74.69,4.87,20.86,0.094926,0.064036,0.023841,65.54,0.286758,0.544724,117.53,1.2,5.67,8.94,0.051262,0.002536,57.8,0.317269,25.51,2.39,0.263472,1.67
"581",2019-05-08,5982.46,170.95,0.300721,286.3,74.62,4.9,20.75,0.093697,0.064606,0.024637,67.33,0.295375,0.591537,118.04,1.17,5.73,9.03,0.051043,0.002537,58.27,0.31403,25.53,2.43,0.269451,1.69
"582",2019-05-09,6174.53,170.29,0.296509,284.19,74.18,4.85,18.83,0.090232,0.061691,0.023368,64.69,0.272951,0.639849,112.37,1.1,5.57,8.63,0.047416,0.0025,56.49,0.281183,25.71,2.35,0.253387,1.65
"583",2019-05-10,6378.85,173.14,0.300387,287.73,77.17,4.83,19.6,0.092452,0.063428,0.023613,68.07,0.292895,0.67146,112.81,1.11,5.64,8.77,0.051225,0.002522,57.54,0.363884,25.64,2.37,0.264033,1.59
"584",2019-05-11,7204.77,194.3,0.324543,356.37,89.22,5.53,21.05,0.104228,0.075171,0.025273,77.59,0.316552,0.678823,124.18,1.27,6.08,9.85,0.06034,0.002754,63.96,0.368901,29.21,2.57,0.295698,1.79
"585",2019-05-12,6972.37,187.33,0.310074,354.03,84.57,5.32,20.83,0.098866,0.070086,0.023754,74.21,0.304703,0.65799,124.3,1.22,5.82,9.33,0.055562,0.002665,60.28,0.35362,26.78,2.41,0.27309,1.67
"586",2019-05-13,7814.92,196.85,0.325475,384.48,88.06,5.58,23.81,0.100416,0.073072,0.024617,79.16,0.337487,0.646697,131.74,1.33,6.09,9.82,0.058427,0.002756,63.74,0.356282,28.68,2.55,0.279103,1.76
"587",2019-05-14,7994.42,217.15,0.409062,388.96,91.62,6.05,23.63,0.112994,0.084505,0.027521,83.07,0.374854,0.823082,141.48,1.47,6.56,11.03,0.064266,0.003068,67.54,0.365415,28.56,2.79,0.301006,1.8
"588",2019-05-15,8205.17,247.15,0.456005,402.93,101.74,6.48,26.89,0.137002,0.093951,0.031348,94.08,0.437154,0.845574,152.49,1.78,7.58,12.8,0.079176,0.003308,76.97,0.405926,33.43,3.25,0.362387,2.25
"589",2019-05-16,7884.91,264.01,0.419707,398.7,95.59,6.5,26.33,0.137283,0.088161,0.028857,87.01,0.414459,0.926125,148.73,1.7,7.65,12,0.099179,0.003168,75.01,0.378718,30.87,3.13,0.335023,2.17
"590",2019-05-17,7343.9,243.76,0.386193,364.85,89,6.02,25.68,0.126562,0.08326,0.02722,82.01,0.393418,0.887731,137.81,1.67,7.22,11.21,0.091177,0.002962,72.76,0.369372,28.61,2.89,0.31223,2.04
"591",2019-05-18,7271.21,234.6,0.372736,357.62,86.7,5.89,28.4,0.128833,0.079104,0.026823,79.59,0.380571,0.934154,140.36,1.64,7.16,10.75,0.0866,0.003005,71.87,0.373235,28.91,2.83,0.322047,1.97
"592",2019-05-19,8197.69,261.29,0.4177,421.49,95.32,6.49,29.41,0.141485,0.086996,0.029277,90.62,0.424032,0.99435,169.78,1.83,7.84,11.8,0.09456,0.003178,78.2,0.384338,30.26,3.17,0.338912,2.07
"593",2019-05-20,7978.31,251.86,0.398003,412.81,91.49,6.25,29.31,0.135545,0.084848,0.028509,87.61,0.405818,1.13,167.75,1.66,7.41,12.08,0.089059,0.003041,76.21,0.363433,29.46,3.1,0.320032,2.03
"594",2019-05-21,7963.33,255.22,0.397603,417.55,91.51,6.29,32.01,0.134326,0.084617,0.028881,89,0.415679,1.19,166.64,1.65,7.46,12.16,0.087001,0.003086,74.86,0.367879,29.59,3.17,0.332134,2.09
"595",2019-05-22,7680.07,244.7,0.376637,392.51,88.21,5.97,31.42,0.124257,0.077955,0.027262,83.51,0.385833,1.22,155.05,1.55,6.96,11.23,0.079195,0.002939,70.42,0.345308,28.21,2.87,0.305712,1.95
"596",2019-05-23,7881.85,245.97,0.381204,405.84,89.18,6.05,31.52,0.125167,0.08069,0.027386,84.62,0.388491,1.34,154.48,1.62,7.07,11.46,0.080816,0.002961,71.94,0.348684,27.58,2.9,0.313633,1.95
"597",2019-05-24,7987.37,249.48,0.384541,409.05,99.9,6.4,33.84,0.125944,0.080869,0.027998,85.58,0.383869,1.34,156.34,1.58,7.29,11.52,0.084633,0.002995,72.33,0.351853,27.85,2.94,0.315733,1.98
"598",2019-05-25,8052.54,251.76,0.38704,406.74,102.67,6.39,35.05,0.125821,0.080502,0.028085,86.99,0.384856,1.13,156.12,1.57,7.3,11.48,0.083476,0.002991,72.41,0.348603,28.16,2.9,0.323156,2
"599",2019-05-26,8673.22,267.07,0.408413,432.84,111.42,6.91,34.1,0.133135,0.086014,0.03143,92,0.4105,1.09,162.6,1.67,7.66,11.98,0.087993,0.003092,75.76,0.353908,28.6,3.1,0.330301,2.12
"600",2019-05-27,8805.78,272.86,0.434168,443.8,118.03,7.98,33.68,0.136869,0.091695,0.035068,97.97,0.438202,1.21,167.1,1.65,8.19,12.46,0.091411,0.003141,76.63,0.377659,29.31,3.23,0.336705,2.21
"601",2019-05-28,8719.96,271.77,0.446549,435,114.93,8.05,33.36,0.13896,0.092815,0.034695,96.06,0.481277,1.28,169.2,1.58,8.22,12.64,0.091485,0.003148,85.69,0.369532,28.27,3.22,0.33508,2.31
"602",2019-05-29,8659.49,269.46,0.443713,454.12,115.08,7.98,33.74,0.136491,0.090867,0.033693,93.99,0.513872,1.18,168.24,1.59,8.18,13.52,0.090177,0.003127,84.97,0.361843,28.35,3.29,0.343191,2.31
"603",2019-05-30,8319.47,255.86,0.422395,424.62,108.8,7.37,32.29,0.130067,0.08451,0.031353,91.96,0.475957,1.02,163.15,1.49,8.13,12.73,0.090381,0.003258,83.31,0.338844,27.78,3.13,0.32585,2.16
"604",2019-05-31,8574.5,268.11,0.438574,445.07,114.54,8.51,32.75,0.133664,0.089441,0.033023,93.22,0.509555,1.02,165.18,1.51,8.66,13.57,0.098243,0.003441,90.48,0.348868,28.22,3.31,0.342623,2.31
"605",2019-06-01,8564.02,265.39,0.430583,434.46,112.62,7.78,33.01,0.133101,0.090533,0.037408,92.97,0.48325,0.965132,163.45,1.47,8.57,13.69,0.09339,0.003419,86.46,0.356221,28.38,3.5,0.334985,2.25
"606",2019-06-02,8742.96,270.23,0.444785,443.77,114.7,7.77,33.17,0.137623,0.096578,0.038438,94.94,0.490222,1.01,165.23,1.51,9.52,14.13,0.095343,0.003398,88.83,0.357814,29.15,3.59,0.341289,2.37
"607",2019-06-03,8208.99,252.61,0.425764,408.66,107.47,6.8,31.39,0.129983,0.088708,0.034116,89.71,0.448318,0.910969,156.27,1.39,9.41,12.63,0.087513,0.003198,84.33,0.344383,26.89,3.18,0.31949,2.13
"608",2019-06-04,7707.77,241.34,0.400667,382.66,102.09,6.31,29.38,0.122077,0.082486,0.034997,83.34,0.42443,0.88325,143.76,1.21,8.21,11.48,0.081816,0.003042,77.81,0.330181,25.39,2.96,0.303871,2.01
"609",2019-06-05,7824.23,247.05,0.402732,398.38,103.85,6.45,31.01,0.121284,0.083438,0.034246,84.99,0.431908,1.08,147.67,1.18,8.17,11.55,0.083663,0.00307,80.69,0.329293,26.13,3.02,0.314746,2.05
"610",2019-06-06,7822.02,249.47,0.41954,396.93,111.11,6.39,31.48,0.124382,0.083472,0.03283,86.94,0.425552,1.12,144.17,1.33,7.98,11.69,0.083982,0.003087,79.97,0.329133,25.69,3.01,0.321334,1.99
"611",2019-06-07,8043.95,250.93,0.42313,401.43,117.37,6.66,31.59,0.127542,0.085807,0.033861,88.27,0.446485,1.18,150.1,1.32,8.22,12.26,0.086897,0.00311,83.96,0.340255,26.92,3.15,0.332752,2.04
"612",2019-06-08,7954.13,245.74,0.412411,394.24,118.55,6.41,32.07,0.126277,0.084213,0.032544,87.54,0.433393,1.15,146.03,1.26,8.46,12.04,0.085607,0.003084,80.85,0.338046,26.55,3.02,0.338548,2.04
"613",2019-06-09,7688.08,233.09,0.388266,381.17,115.13,6.17,30.56,0.119915,0.07947,0.030086,83.78,0.410984,1.07,142.89,1.23,8.15,11.56,0.081523,0.003012,77.67,0.320448,26.8,2.94,0.315997,1.99
"614",2019-06-10,8000.33,247.52,0.400427,394.58,129.07,6.42,32.06,0.12394,0.085537,0.03169,86.92,0.431592,1.19,151.51,1.3,8.3,12.31,0.084719,0.003091,80.29,0.333754,27.63,3.22,0.329493,2.09
"615",2019-06-11,7927.71,245.78,0.394261,387.91,136.03,6.34,32.26,0.122827,0.087965,0.031293,86.72,0.426213,1.14,147.86,1.28,8.26,12.32,0.083644,0.003058,79.82,0.325235,28.12,3.15,0.325606,2
"616",2019-06-12,8145.86,260.9,0.40176,396.38,135.65,6.44,34.69,0.126446,0.096525,0.033623,90.13,0.436867,1.14,156.18,1.27,8.56,12.93,0.086084,0.003067,90.34,0.333815,28.17,3.22,0.332078,2.06
"617",2019-06-13,8230.92,256.17,0.400887,411.94,131.35,6.46,35.14,0.124728,0.089739,0.032621,89.26,0.439973,1.85,153.67,1.28,8.55,13.03,0.085365,0.003074,87.88,0.325424,28.12,3.34,0.32548,2.13
"618",2019-06-14,8693.83,264.09,0.405921,421.29,133.05,6.59,33.08,0.12532,0.090619,0.032538,90.51,0.433028,1.68,154.14,1.23,8.54,13.54,0.085476,0.003124,91.02,0.319445,26.81,3.41,0.336495,2.1
"619",2019-06-15,8838.38,269.02,0.410419,422.83,138.13,6.9,32.83,0.126742,0.091683,0.03289,94.69,0.436594,1.72,155.01,1.25,8.6,13.99,0.085546,0.003157,92.54,0.329506,27.83,3.53,0.358821,2.18
"620",2019-06-16,8994.49,269.22,0.427516,428.32,137.12,6.99,32.4,0.129816,0.092321,0.03301,95.86,0.446915,1.67,156.69,1.29,8.69,14.05,0.08747,0.003186,93.86,0.335986,27.99,3.67,0.349332,2.18
"621",2019-06-17,9320.35,274.35,0.44808,432.52,134.44,7.13,33.92,0.131035,0.093557,0.03392,98.35,0.439543,1.97,159.14,1.33,8.81,14.22,0.090547,0.00319,102.44,0.344499,29.2,3.66,0.346832,2.13
"622",2019-06-18,9081.76,265.05,0.428761,413.94,135.16,6.8,34.34,0.124565,0.089148,0.033114,96.24,0.430587,1.82,158.39,1.23,8.43,13.67,0.085942,0.003125,112.11,0.350003,28.87,3.56,0.337591,2.05
"623",2019-06-19,9273.52,269.43,0.436817,416.91,136.6,6.87,35.29,0.124302,0.089979,0.033309,100.41,0.436742,1.84,162,1.2,8.54,13.77,0.087247,0.00313,110.9,0.34027,28.46,3.58,0.340916,2.1
"624",2019-06-20,9527.16,271.7,0.429823,413.56,135.48,6.84,36.73,0.121507,0.087385,0.032727,104.98,0.417671,1.77,161.75,1.13,8.5,13.55,0.085954,0.003161,109.44,0.330571,29.36,3.5,0.329777,2.03
"625",2019-06-21,10144.56,294.91,0.443188,439.45,138.88,7.09,38.82,0.124048,0.089562,0.033345,109.23,0.425861,1.7,167.89,1.17,8.72,14.03,0.088144,0.003223,109.88,0.328388,29.88,3.59,0.334059,2.06
"626",2019-06-22,10701.69,309.38,0.474764,480.17,141.9,7.47,37.8,0.12905,0.094367,0.037327,114.71,0.462388,1.84,176.17,1.23,9.14,17.48,0.091943,0.003279,112.94,0.330638,30.85,3.91,0.347105,2.26
"627",2019-06-23,10855.37,307.83,0.468291,475.02,136.88,7.25,37.13,0.127378,0.096644,0.037369,115.13,0.44935,1.8,174.36,1.19,9.28,16.77,0.090809,0.003304,109.73,0.323773,34.47,3.86,0.342872,2.25
"628",2019-06-24,11011.1,310.42,0.470088,476.25,135.53,7.23,37.43,0.127749,0.097719,0.038375,117.42,0.457455,1.86,175.88,1.16,9.26,17.89,0.091061,0.003368,109.18,0.322935,32.62,4.15,0.338159,2.36
"629",2019-06-25,11790.92,318.13,0.468229,479.81,136.49,7.2,36.01,0.124491,0.096357,0.038557,112.32,0.449602,2.19,178.69,1.1,9.25,19.49,0.092342,0.003392,105.28,0.315069,32.1,5.32,0.337501,2.71
"630",2019-06-26,13016.23,336.75,0.467451,485.57,131.27,6.77,35.7,0.122628,0.09682,0.036482,103.92,0.445464,2.26,174.9,1.09,9.04,19.21,0.099401,0.003379,113.08,0.303751,34.9,5.22,0.324333,2.78
"631",2019-06-27,11182.81,294.27,0.408754,413.27,114.4,5.9,33.82,0.107494,0.086449,0.032251,94.41,0.398817,2.27,156.3,0.978566,7.65,16.91,0.089159,0.003329,104.79,0.285733,30.97,4.31,0.314773,2.39
"632",2019-06-28,12407.33,311.23,0.427315,436.8,120.15,6.26,34.55,0.11202,0.089295,0.033943,101.64,0.417678,2.96,170.43,1.01,8.03,18.14,0.097121,0.00349,112.19,0.29228,33.83,5.28,0.31849,2.68
"633",2019-06-29,11959.37,320.06,0.429378,442.72,133.66,6.4,35.36,0.114504,0.090422,0.035359,99.96,0.426207,3.7,169.99,1.03,8.27,18.5,0.098928,0.003405,114.22,0.322548,35.07,5.61,0.318627,2.85
"634",2019-06-30,10817.16,290.7,0.396411,399.47,122.25,5.77,32.44,0.104345,0.082098,0.031939,87.74,0.392131,3.45,156.47,0.934126,7.73,16.71,0.090662,0.003258,102.85,0.29492,30.52,4.92,0.296446,2.48
"635",2019-07-01,10583.13,293.64,0.406862,416.65,122.58,6.02,32.92,0.105284,0.083822,0.032602,88.42,0.405536,3.59,154.2,0.919536,7.76,16.87,0.091462,0.003238,103.56,0.32925,29.45,4.91,0.30804,2.43
"636",2019-07-02,10801.68,291.6,0.400204,407.89,119.24,5.9,32.01,0.10339,0.081077,0.031945,86.26,0.400596,3.65,152.49,1.01,7.7,17.86,0.088875,0.003204,101.89,0.320836,29.21,5.23,0.294295,2.38
"637",2019-07-03,11961.27,303.1,0.408532,422.61,122.56,6.11,32.67,0.106724,0.082998,0.033013,90,0.406849,3.53,157.9,1.24,7.87,17.97,0.091866,0.003313,106.32,0.310095,31.93,5.2,0.303922,2.48
"638",2019-07-04,11215.44,284.52,0.388719,401.69,119.98,5.75,32.89,0.099725,0.077774,0.031404,87.82,0.388994,3.48,155.27,1.21,7.76,17.1,0.089587,0.003229,101.2,0.294556,30.57,4.82,0.289538,2.31
"639",2019-07-05,10978.46,288,0.378964,400.51,118.35,5.76,32.71,0.099891,0.076532,0.031849,89.13,0.384788,3.62,152.71,1.28,7.84,17.05,0.089262,0.003867,100.04,0.294779,29.69,4.72,0.288989,2.3
"640",2019-07-06,11208.55,287.55,0.389055,405.47,117.82,5.76,32.53,0.102875,0.077335,0.032047,93.94,0.389644,3.48,153.85,1.22,7.81,16.82,0.089003,0.003547,103.42,0.293264,30.23,4.76,0.293198,2.37
"641",2019-07-07,11450.85,305.7,0.397047,411.81,120.32,5.96,33.24,0.105054,0.079964,0.034933,107.18,0.397539,3.31,157.63,1.2,7.93,17.24,0.090423,0.003633,106.54,0.299855,31.68,4.83,0.29954,2.4
"642",2019-07-08,12285.96,313.25,0.401533,418.63,123.29,5.98,33.47,0.105023,0.080476,0.034502,101.59,0.405675,3.34,160.31,1.22,8.02,17.57,0.091504,0.003559,105.12,0.29792,32.44,5.01,0.291664,2.58
"643",2019-07-09,12573.81,308.88,0.394168,416.08,119.43,5.9,32.71,0.101834,0.077993,0.034373,99.42,0.396264,3.11,156.72,1.22,7.91,17.28,0.08993,0.003549,101.09,0.294936,33.39,4.8,0.29342,2.44
"644",2019-07-10,12156.51,290,0.363775,390.24,108.5,5.29,31.48,0.095057,0.07194,0.032103,94.94,0.367764,3.12,150.83,1.18,7.29,16.23,0.08283,0.003424,97.18,0.296258,32.58,4.24,0.270574,2.24
