"","date","BTC","ETH","XRP","BCH","LTC","EOS","BNB","XLM","ADA","TRX","XMR","MIOTA","LINK","DASH","XTZ","ETC","NEO","XEM","DOGE","ZEC","BAT","DCR","QTUM","ZRX","OMG"
"1",2017-10-05,8.37295554801735,5.68988636946409,-1.43962762957722,5.87422823696996,3.94487734229909,-0.5006162505596,0.518793793415168,-4.22837893846453,-3.84021410268171,-5.70779049605374,4.52026567889765,-0.614493128930755,-0.900077873428533,5.72162239278453,0.756121979721334,2.48073127837752,3.47444784340175,-1.55555597148506,-6.90675577864905,5.54055741355323,-1.45898118973048,3.41246697392039,2.47317139356958,-1.71897937831853,2.17475172148416
"2",2017-10-06,8.38270362560465,5.73201353499703,-1.45226751084511,5.89443038209477,3.95354875225664,-0.51108565757185,0.457424847038875,-3.99524158417908,-3.98787865773168,-5.81047721332716,4.51294524194557,-0.686274849217539,-0.742831244138435,5.72645679169507,0.779324876800998,2.51284601847724,3.51214227561388,-1.55436277822614,-6.85326709369807,5.5514468133525,-1.45709887263611,3.41805449872858,2.45873377548398,-1.61203628528289,2.15871472257434
"3",2017-10-07,8.39545258489689,5.74017868984749,-1.4329248590482,5.88826835427953,3.96233581930174,-0.53008829686368,0.457424847038875,-3.86518713059111,-3.86604631918812,-6.00800051574808,4.51852237926242,-0.618913930539537,-0.768610224254701,5.73815169473574,0.867100487683383,2.507971922719,3.58740028516408,-1.55027789203467,-6.84384195323848,5.53725552376089,-1.54004245532895,3.39718936026462,2.47989410796446,-1.67259605340157,2.14476100780048
"4",2017-10-08,8.43608725204548,5.73207834381105,-1.27316569581555,5.83542458370792,3.97292994033167,-0.503351954668939,0.198850858745165,-3.98470123092613,-3.88845297391571,-5.97953597624271,4.4972508437686,-0.693083182607858,-0.923473969662962,5.71201515958268,0.854415328156068,2.49485698064117,3.46792101370506,-1.63574595412774,-6.85326709369807,5.4850458651602,-1.64830868682309,3.30395199722332,2.41054223449914,-1.68939062415739,2.04122032885964
"5",2017-10-09,8.47052497432386,5.69504440871292,-1.37902087715339,5.74990241026975,3.91521789632467,-0.584935134382434,0.336472236621213,-4.0397995603703,-3.81154438686193,-6.12797179176265,4.44839941003814,-0.75621904443196,-0.966035226271855,5.64781159071754,0.841567185678219,2.4423470353692,3.37073817417745,-1.63510962919056,-6.91679602363429,5.43585945556652,-1.66345596824635,3.28053520525493,2.49072303510944,-1.68089095050788,2.01490302054226
"6",2017-10-10,8.47261205684084,5.70334904740685,-1.34425838377506,5.773277442294,3.92632031012897,-0.588401653969135,0.3293037471426,-3.96579304863797,-3.83826152186609,-6.10799836336393,4.46383700987145,-0.739031969422663,-0.897790422814596,5.67425067205016,0.841567185678219,2.44581926107995,3.3779287547228,-1.56108117551402,-6.87238813514485,5.46234765336974,-1.63510449918335,3.32647383546622,2.49155119250667,-1.6196751344366,2.0906287310704
"7",2017-10-11,8.48187270249059,5.71524980609709,-1.33014467810007,5.75225512810698,3.92966644060074,-0.493930814850098,0.357674444271816,-3.93990820891768,-3.79335147571065,-6.00353712834225,4.47072408943517,-0.73092381689424,-0.797479336272271,5.69843486832961,0.815364813284194,2.44147709186066,3.39986315864902,-1.53799670723033,-6.86278191333941,5.46438250082247,-1.64653248742184,3.32647383546622,2.49568172295596,-1.59761310189245,2.22570404865809
"8",2017-10-12,8.60280375439055,5.71748812171231,-1.39265856980248,5.74687389208715,4.09617621705107,-0.52471665900543,0.29266961396282,-4.02945610232024,-3.64001310237066,-6.05546987708389,4.46694206670465,-0.885720305574488,-0.811905942082027,5.67644553558091,0.904218150639886,2.48156774852249,3.33861250647053,-1.57916577244542,-6.84760135616239,5.4249500174814,-1.65834983401567,3.36245655334572,2.42391737816157,-1.68334282828207,2.10413415427021
"9",2017-10-13,8.63891689686876,5.8252918920534,-1.3451946451678,5.77287311914099,4.08479914937857,-0.5379056673364,0.364643113587909,-4.01960821610808,-3.39200971780316,-6.15964654034822,4.55524437721837,-0.817362106547119,-0.833322308284415,5.73779735324348,0.89199803930511,2.49979526228175,3.37929254627411,-1.55320409256612,-6.84384195323848,5.48084723497695,-1.74370100125444,3.31745338822919,2.42036812865043,-1.61079883807344,2.11625551480255
"10",2017-10-14,8.67107926480973,5.82785678975813,-1.35743483243934,5.77442731422553,4.15810152802485,-0.539849435806983,0.431782416425538,-4.04429804473796,-3.42759269302169,-6.03478967184636,4.60746754503677,-0.781242053410184,-0.936850645839516,5.75795495354459,0.963174317773006,2.50634193050807,3.32503602069659,-1.55788490177574,-6.80339526365789,5.4843403977588,-1.74012193409815,3.3375473545857,2.36368019235386,-1.625196428184,2.08318452795867
"11",2017-10-15,8.64438779895985,5.81889528175671,-1.33187057184859,5.75241389606794,4.181592022453,-0.55876664855633,0.444685821261446,-3.96727147965862,-3.50492589642486,-6.08095171360952,4.55250753340479,-0.824557395901085,-0.883059071192018,5.73499040178039,0.916290731874155,2.48073127837752,3.32251485962769,-1.5735882595404,-6.80700537588199,5.44944920855195,-1.84102954853834,3.32323584019244,2.34564458245449,-1.62133338384717,2.07568449280212
"12",2017-10-16,8.65270087988102,5.80928298051494,-1.36167199489918,5.74824583136272,4.16852396039635,-0.576509689678393,0.364643113587909,-3.30049268754052,-3.54225416197826,-6.13950062593539,4.56330598188939,-0.797053198956391,-0.85847711605924,5.71112213995959,0.951657875711446,2.47569771070269,3.35095616522541,-1.49977217754639,-6.75589292967289,5.45108137109967,-1.73267391351943,3.30431930668567,2.44147709186066,-1.6052417287402,2.06051353179432
